team_nr,Organisatie,aantalteam,leeftijd_gem,geslacht,ervaring,tijd,gehaald,Introductie,centraal1,centraal2,centraal3,centraal5_,centraal6_,extern1_,extern2_,extern3,extern4,extern5,extern6,extern7,open1_,open2,open3,open4,extravert2_,extravert3_,extravert5,extravert6,extravert7,extravert8,lang1,lang2,lang3_,lang4_,lang5_,direct1,direct2,direct3_,direct4_,direct5_,taak1,taak2,taak3,taak4_,taak5_,taak6_,sturing1,sturing2,sturing3,sturing5,sturing8_,consensus1_,consensus2_,consensus3,consensus4,consensus5,VAR00003,centraal5R,centraal6R,extern1R,extern2R,open1R,taak4R,taak5R,taak6R,consensus2R,sturing8R,consensus1R,extravert2R,extravert3R,lang3R,lang4R,lang5R,direct3R,direct4R,direct5R,CentraalGEM,ExternGEM,OpenGEM,TaakGEM,SturingGEM,ConsensusGEM,ExtravertGEM,langGEM,DirectGEM,filter_$,SturingGEM1
109,Emmeloord 2016,6,38.83,33.33,33.3,17.57,1, ,4.5,3.9,3.1,1.7,3.6,1.7,1.8,4.4,4,3.8,4.4,2.8,1.3,4.5,4.1,3.6,4.2,2.4,4.6,1.3,2.7,4.8,2,1.8,4.5,3.8,4.4,1.6,1.8,3.3,4.6,4.3,2.6,4,2.3,4.5,3.8,3.7,3.7,4.7,3.3,3.6,2.2,1.8,2.5,3.9,1.6,4.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
110,Emmeloord 2016,5,17,0,0,20,2, ,1.6,1.7,4.7,4.2,4.5,4.6,1.5,1.7,1.8,1.8,1.4,4.2,1.8,4.9,3.4,1.5,1.4,1.4,3.8,4.9,4.6,1,4.6,4.1,1.3,1.8,1.6,4.4,4.2,1.1,2.5,2.1,2,2.3,4.6,1.6,2,1.8,2,1.4,1.2,1.6,4.2,3.2,4.6,1.7,1.4,1.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
111,Emmeloord 2016,5, ,0,20,20,2, ,4.6,4.4,3.5,1.5,1.8,1.7,3.5,3.4,4.3,3.4,4.2,3.2,2,3.4,4.1,4.8,4.6,4,1.6,1.4,1.6,3.3,1.5,2.1,4.4,3.7,4.1,1.7,1.8,3.6,4.5,4.1,1.8,2.4,1.3,4,3.5,3.4,1.4,4.4,2.4,2.3,4.3,1.4,1.8,3.9,4.6,3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
112,Emmeloord 2016,5, ,20,0,20,2, ,3.8,1.6,1.9,3.5,3.4,4.5,2,1.6,3.4,1.6,4.2,2.2,3.4,2.5,2.4,2,3.4,2,4.3,1.4,1.6,2.2,4.1,2.3,2.1,3.7,4.1,2.8,1.2,4.6,3.6,2.2,2.2,3.5,1.7,4.3,4,2.2,2,4.8,2.6,2.8,3.5,1.9,2,3.4,4.8,4.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
113,Emmeloord 2016,6, ,16.67,0,20,2, ,3.8,2,2.2,4.3,4,4.3,2.5,3.5,3.8,3.6,4.2,2,2.6,4.2,2.6,1.8,4.2,2.6,2.7,1.3,1.7,3.4,4.3,3.4,1.3,3.2,3.6,3.9,1.8,4,3.8,2.7,1.6,3.6,1.8,4.4,3.6,2.6,3.5,4.1,3.8,1.7,2.7,4.2,1.8,3.8,2.4,4.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
114,Emmeloord 2016,6,17.2,0,0,20,2, ,2.7,1.6,1.6,4.7,4.3,1.4,1.3,4.6,4.7,3.7,4.8,4.7,1.1,4.9,4.9,4.2,1,1,4.8,4.9,4.9,3.6,4.8,4.8,1.4,1.8,1.9,1.4,1.9,4.8,3.4,4.5,3.7,3.2,1.6,3.6,4.6,3.4,4.7,4.2,2.4,1.6,1.8,4.6,4,1.4,1.2,3.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
115,BCDN 2016,4,18.2,75, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
116,BCDN 2016,6,19,50, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
117,BCDN 2016,4,18.5,50, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
118,BCDN 2016,5,24,60, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
119,BCDN 2016,5,27.3,100, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
120,BCDN 2016,4,24.5,25, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
121,BCDN 2016,3,23.2,100, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
122,BCDN 2016,6,18.7,0, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
123,BCDN 2016,4,17,75, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
124,BCDN 2016,4,19,100, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
125,BCDN 2016,4,28.5,100, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
126,BCDN 2016,4,26.75,75, ,11.2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
127,BCDN 2016,3,33,33.33, ,20,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
128,BCDN 2016,4,19.75,75, ,16.3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
129,Congrestival 2016,2,26.5,0, ,20,2, ,4.3,4,3.5,1.6,2.2,2,2.7,4.3,3.8,3.2,3.8,3.8,1.9,4,4,3.4,4.5,4.2,1.4,2,2,3.3,1.7,2,4.5,3.8,4.2,2,1.4,4.2,3.9,4.2,2.2,2.6,1.7,4.1,3.8,3.4,2.2,3.7,2,2.4,4,3.8,1.5,2.7,1.7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
130,Congrestival 2016,6,25.8,0, ,15.05,1, ,4.8,4.4,4.1,1.8,2.1,1.9,1.8,2.3,5,3.8,4.6,3.5,1.5,3.8,4.4,4.8,4.6,1.9,4.1,1.9,4.2,3.8,2.2,4.7,4,3.3,3.1,3.6,2,2.2,3.8,3.9,4.3,4,3.8,2.1,4.6,3,4.2,4.6,3.8,3.5,2.4,1.7,2.1,4.6,3.5,4.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
131,Congrestival 2016,3,27.5,33.33, ,19.58,1, ,4.6,3.8,1.8,2,1.6,1.5,1.8,4.6,3.7,3.3,4.1,2.5,1.7,3.7,4.3,4.6,4.4,4.2,1.8,1.5,2.4,3.6,1.8,1.6,4.2,4.3,3.4,4.2,3.4,2,3.8,3.8,1.8,4.6,4.2,1.8,2.7,2.2,4.2,3.9,4.2,3.9,1.7,4.3,3.8,2,1.4,4.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
132,Congrestival 2016,6,24.2,0, ,17.05,1, ,4,4.4,3.3,1.6,2.5,1.7,1.2,4.9,4.7,3.9,4.2,4.1,1.9,3.7,4.4,3,1.6,1.1,4.3,4.8,4.6,4.2,4.3,3.6,2.2,2.3,3.7,1.8,3.8,2,1.9,2.5,2.4,4.3,4.4,1.7,2.1,1.4,4.6,4,4.6,4.7,1.4,4.3,4.2,1.6,1.3,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
133,Congrestival 2016,6,28.8,33.3, ,20,2, ,4,1.5,1.8,4.7,4.2,3.4,2.6,3.6,4.4,2.6,4.2,3.8,1.3,5,4.8,4.6,1.2,1.1,4.7,4,4.4,3.6,4.3,3.6,1.8,2.1,3.4,4.4,1.9,4.3,3.8,2.4,2.4,4.7,4.4,2.4,3.8,3.4,3.5,3.9,3.8,3.1,1.4,4.6,3.6,1.6,1.3,3.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
134,Congrestival 2016,5,27,100, ,20,2, ,3.6,4,4.2,1.8,2.6,4.2,2,2.2,2.4,1.6,2.6,3.9,4.4,1.4,3,3,2.4,1.9,2.4,4.2,3.7,2.5,4.5,3.5,1.9,2.2,4.7,2.6,1.5,3.8,3.7,4.3,3,3,3,2.6,2.6,1.8,2.5,1.7,2,2.3,4,2.4,4.5,3.8,3.4,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
135,Congrestival 2016,5,29,0, ,20,2, ,4.4,2.7,3.8,4.3,4.2,3.4,1.7,4.5,4,2.4,4.9,4,1.3,4.6,4.4,3.9,3.2,2.5,3.8,4.1,3.4,3.8,4.3,3.7,2.5,3.4,2.2,4.4,3.3,2.7,2.2,1.9,4.2,3.9,4.2,1.8,3.6,2.4,3.7,4.3,3.6,2,2.1,3.2,4,2.4,2.8,4.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
136,Congrestival 2016,5,22.5,0, ,20,2, ,4.3,1.5,1.7,4.7,4.2,4,1,4.6,4.3,3.4,4.7,3.8,1.3,4.6,3.7,4.2,4.8,2.5,2.6,1.5,3.6,2.6,4.2,2.2,1.9,3.8,3.6,4.4,1.9,3.5,4.4,3.6,4.1,4.6,4,2,4.3,2.6,4.4,3.9,4.2,3.2,2.1,3.3,4.2,2.2,1.4,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
137,Congrestival 2016,6,42,16.7, ,20,2, ,4.6,3.9,2.6,1.9,1.5,2.1,1,3.8,4.7,2.8,4.7,4.1,1.7,4.6,4,4.5,2.3,1.5,4.9,3.1,4.1,4.4,1.6,3.4,3.9,4.5,3.9,1.9,1.2,4.3,4.6,4.4,2.2,3.2,1.4,3.9,4.3,4.9,1.8,2.8,2.3,2.4,4.3,1.8,2.8,4.2,3.7,3.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
138,Congrestival 2016,4,32.8,25, ,20,2, ,2.5,1.8,1.8,4,4.5,4.8,3.3,2.3,2.2,3.4,3.4,2,1.6,3.5,2.3,4.3,4.4,4,1.9,1.5,2,3.6,4.5,1.9,1.6,3.9,4.6,4.4,1.4,2,3.4,4.2,1.7,3.4,2.8,3.7,2,2.2,1.3,3.5,2.3,2.1,4.4,3.4,4.4,1.6,1.8,1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
139,Congrestival 2016,4,22.75,0, ,20,2, ,4.2,3.5,3.8,1.6,1.9,2.1,1.7,2.6,4,2.2,3.6,2.5,2,4,4,4.4,2.8,2.1,4.4,2,2.5,3.8,1.8,1.2,3.5,4.2,4,3.9,1.7,1.2,3.4,4.4,1.7,2.3,2.4,4,4.5,3.3,2.8,3.7,2.7,1.3,3.4,3.3,2.3,4,2.2,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
140,Congrestival 2016,5,34.5,40, ,17.27,1, ,2.4,1.8,1.4,4.3,3,4.8,3.6,1.7,3.6,4.3,2.6,2,3.5,2.3,1.5,2.6,4.5,4,1.5,1.1,1.1,2.7,1.4,1.8,4.7,2.3,4.8,4.3,1.2,1.8,4.1,3.8,3,4,1.8,4.4,2.5,4,4.1,3.6,4.2,3.6,2,4.4,3.7,2,1.4,1.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
141,Congrestival 2016,3,26.33,100, ,20,2, ,3.6,1.9,4.4,2.6,2.8,4.6,1.1,1.7,2.2,2.4,3.5,2.1,4.2,2.4,3.2,1.8,4.2,3.8,1.8,1.6,2,3.9,1.9,1.8,4.4,4.1,3.4,4.2,3.8,1.4,2.1,2.2,1.8,1.8,2.3,1.8,3.4,2.1,1.9,2.6,1.8,1.9,4.8,4.4,3.6,1.8,2.3,2.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
142,Congrestival 2016,5,28,0, ,20,2, ,4.9,3.1,4.4,2.8,1.5,1.6,1.1,4,3.8,2.6,3.8,2.9,2,3.6,5,4.2,3.8,2.2,3.6,2.1,3.6,3.9,1.5,1.4,4.4,4.1,4.2,1.4,1.6,4.1,3.8,4,1.5,2.9,2.1,3.8,4.7,3.3,1.3,3.9,2.7,1.9,4.8,2.1,1.5,4.8,4.1,4.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
143,Congrestival 2016,6,30.5,33.3, ,20,2, ,4.2,2.4,2.3,4.3,3.6,3.4,2.1,3.2,4.3,2.6,4,3.2,1.8,3.8,3.6,2.3,4.5,3.3,1.8,1.4,1.8,4.3,3.3,2.4,3.2,4.7,4.6,2.7,1.2,3.3,4.2,3.8,1.9,2.9,2.5,3.9,3.5,2.9,2.3,3.6,2.5,1.8,3.6,1.8,1.3,4.7,4.5,4.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
144,Congrestival 2016,5,28.5,20, ,20,2, ,2.7,1.5,1.5,4.8,4.5,3.8,2.7,1.9,4.3,3.8,5,4,1.7,4.6,3.6,3.4,4.4,3.7,1.3,1.5,1.8,2.6,4.4,3.4,1.6,2.1,4.5,4.5,1.4,3.5,4.4,4.2,4.1,4.2,1.8,4.3,4.1,5,3.8,4.4,2.9,3.3,1.6,4.6,1,4.8,1.2,1.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
145,Congrestival 2016,5,36.5,20, ,20,2, ,1.4,1.9,1.7,4.8,4.9,1.3,1.6,1.7,4.8,3.4,4.8,4.7,1.2,5,4.8,1.3,1.5,1.1,4.9,4.9,4.8,2.6,4.9,4.8,1.2,1.4,1.4,1.1,1.2,4.9,4.6,4.2,4.2,4,4.6,1.3,1.7,4,4.2,3.8,2.5,1.9,1.8,4.7,4.4,1.4,1.6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
146,Congrestival 2016,4,26.25,25, ,20,2, ,1.6,1.6,3.6,4.6,4.1,4.5,3.8,1.9,1.7,2.2,3.4,2,2.3,3.9,1.7,3.6,4.6,4.6,1.8,1.6,1.2,4.2,3.7,1.4,3.4,2,4.6,3.4,1.3,1.3,3.6,4.1,1.4,2.6,2,4.3,2,2.2,1.8,2.6,2.2,1.9,3.9,4,4.2,2.1,1.6,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
147,Congrestival 2016,5,33,25, ,20,2, ,4.3,3.4,3.8,3.9,3.3,2,1.9,4.2,1.5,2.4,5,1.8,1.8,3.7,4,3.8,2.5,1.8,4.1,3.8,2.6,4.1,4.4,3.6,2.2,3.8,4.4,4.4,3.3,1.6,2.2,2.6,2.7,4.4,3.4,2.3,2,1.5,3.2,3.5,3.5,2.4,1.8,4.6,1,4.8,3.8,4.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
148,AGILE 1 2017,5,38.7,80,0,20,2, ,2.2,1.8,2.4,4.7,4.2,4.6,4.2,2,3.4,1.8,3.8,1.3,3.8,1.5,2.2,2.5,4.6,4.3,1.6,2,1.7,4.5,4.1,4,1.8,2.1,2.6,4.6,2.2,2,2.7,2.9,2.7,3.6,4.2,2.2,1.9,2.3,2.1,4,3.5,1.6,3.8,1.8,1.7,4.6,4.2,3.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
149,AGILE 1 2017,5,58,80, ,20,2, ,5,3.3,1.2,4,3.5,1.4,1.9,2.3,2.1,3,4.9,1.9,1.4,4,4.9,4.4,4.4,1.4,4.7,1.4,1.8,4.9,4.7,1.7,2.6,4.8,4.3,4.2,1.4,2.4,3.9,3.9,2.5,4.9,2.4,3.4,4.2,3.8,2.5,4.4,3.6,2.4,3.6,4.2,2,2.3,1.4,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
150,AGILE 1 2017,5,37.5,60,40,18.37,1, ,1.3,1.8,1.2,4.3,3.7,4.3,1.9,3.9,3.6,3.5,4.8,3.5,1.4,4,4.9,4.4,4.4,1.4,5,2.2,1.9,4.9,4.7,4,2.1,1.6,1.5,4.4,1.4,3.3,4.2,4.2,2.4,4.8,1.3,4.4,3.3,3.8,4.1,4.8,3.8,3.2,1.2,4,2.4,2.6,1.2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
151,AGILE 1 2017,5,52.7,60, ,20,2, ,1.9,2.3,1.8,3.7,3.6,2.1,2.1,3.8,3.9,2.2,4.2,2.3,2.2,3.9,4,4.6,4.4,2.2,3.6,1.8,2.4,3.6,4.8,4,3.6,1.4,4.5,4.5,1.6,1.8,2.6,4.2,2.4,4.8,4.4,2.2,2.4,1.2,4.1,4.6,4.2,2.3,2.4,4.5,4.2,1.8,1.5,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
152,AGILE 1 2017,4,33.3,50, ,20,2, ,2.3,3.4,4.4,1.8,3.6,4.1,3.3,4.3,2.2,3.5,3.8,2.7,3.5,2.2,2,3.9,4.4,4.1,2.8,1.5,1.3,2.7,4.3,3.7,3.5,2.3,2,3.6,1.2,3.3,4.2,4.4,3.6,4.4,2,4.2,3.6,3.5,2.5,3.3,3.5,2.3,2.3,4,2.6,2.4,3.6,4.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
153,AGILE 1 2017,5,31.5,60, ,19.31,1, ,4.3,1.8,2.2,4,3.5,2,1.4,2,1.7,4,4.9,3.8,1.4,3.5,4.8,4.4,3.7,1.6,4.2,4.1,3.6,4.6,4.1,1.9,2.8,5,4.6,4.8,3.4,2.4,2,2.5,3.4,4.6,3.8,2.3,2.6,1.4,4.2,4.7,4.2,3.5,2,4.3,1.1,3.8,1.8,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
154,AGILE 1 2017,4,35,100, ,20,2, ,1.3,1.8,4.2,4.2,4.6,3.4,1.4,4.6,2,2.4,3.6,1.4,1.4,3.5,3.8,4.4,4.8,4.2,1.5,1.1,1.6,2.6,4.6,4.3,1.6,1.9,2,4.5,3.4,1.4,2.2,2,3.5,3.7,1.9,1.8,2,1.6,2.2,4.6,2.4,1.8,4,4.6,4.1,2.2,2.1,3.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
155,AGILE 1 2017,6,48.25,33.33, ,15,1, ,1.9,2,1.5,4.5,4.1,4.4,1.4,4.6,4,4,1.7,3.8,3.4,2.2,2.3,3.6,4.6,4.4,1.4,1.2,1.5,2.4,1.5,1.1,5,4.6,4.2,1.6,1.9,4.4,4.3,3.8,3.6,4.6,1.6,4.4,1.3,3.8,4,4.4,4.4,4.4,1.4,4.6,1.6,1.8,1.3,3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
156,AGILE 1 2017,5,40.5,100, ,20,2, ,3.4,1.2,1.5,4.8,4.6,2.6,1.4,3.9,4.2,2.9,4.2,2,2,4.8,4.8,4.4,3.6,1.3,4.7,1.7,1.3,3.8,4.9,3.4,2.2,2.2,4.2,2.8,2.1,2.7,4.8,4.2,1.9,4.9,3.9,4.6,2.6,3.2,4.2,5,3.6,2.3,2.8,4.4,3.8,2,1.8,4.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
157,AGILE 1 2017,5,36,80,0,20,2, ,3.9,1.2,1.5,4.8,4.6,2.6,1.4,3.9,4.2,2.9,4.2,2,2,4.8,4.8,4.4,3.6,1.3,4.7,1.7,1.3,3.8,4.9,3.4,2.2,2.2,4.2,2.8,2.1,2.7,4.8,4.2,1.9,4.9,3.9,4.6,2.6,3.2,4.2,5,3.6,2.3,2.8,4.4,3.8,2,1.8,4.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
158,AGILE 2 2017,5,38.5,40,40,20,2, ,3.4,1.8,2.3,4.9,4.5,4.4,1.4,4.7,4.2,3.7,3.8,2.1,1.7,4.6,3.9,3.7,4.3,3.1,3.8,1.4,1.3,4.5,3.3,2,1.4,3.8,4.6,2.1,1.5,2.9,4.4,4,1.6,3.7,1.2,4.6,4.8,3.9,3.9,4.2,4.2,3.7,1.6,4.4,1.6,4.2,1.4,3.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
159,AGILE 2 2017,4,32,50,0,20,2, ,4.3,2.4,2.6,3.5,3.9,3.1,1.5,3.5,4.4,2.3,4.8,3.6,2,4.8,4,4.4,4.6,2.5,4.4,1.9,2.1,3.6,3.5,1.9,1.9,4,4.8,3.5,1.3,4.2,4.2,3.8,1.8,4.2,2.3,4.4,3.6,3.6,1.7,4.2,3,2.1,4.4,4.5,2.7,3.6,1.3,2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
160,AGILE 2 2017,6,34.33,50, ,20,2, ,4.2,2.2,2.4,4.2,3.7,4.6,3.7,2.2,2.3,2.2,4.4,1.8,4.4,2.6,2.1,3.8,4.6,3.4,2.4,2,4.3,3.9,4.4,2,1.1,3.6,4.4,3.8,2.2,3.4,3.6,3.5,3,4.4,3.6,2.5,3.3,2.8,4,3.6,3.2,2.4,2.3,4.1,1.6,2.1,4.2,4.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
161,AGILE 2 2017,4,27.6,50,0,19.3,1, ,3.4,1.8,3.6,4.8,4.5,4.5,2.1,2.2,2.5,3.8,2.2,2.8,1.8,4.1,2.2,3.5,4.4,3.9,1.6,1.4,2.4,3.4,3.7,1.6,1.5,2.6,4.1,2.6,2.2,2.1,3.7,4,1.8,4.1,2.2,4.4,1.2,4.8,4,2.4,4,2.8,1.5,2.6,1.6,3.6,4.3,2.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
162,AGILE 2 2017,7,44.2,28.5, ,20,2, ,1.4,1.8,1.9,4,4.3,3.9,2.6,4.1,4.3,2.2,3.8,3.5,1.6,4.5,4.3,3.8,1.3,1.6,3.4,4.5,4,4.8,4.3,3.4,1.4,3.6,4.4,4.6,3.4,1.9,2.4,2.6,2.1,4.3,3.8,1.9,3.7,1.3,4.4,4,3.5,1.3,1.5,1.4,2.6,5,4.4,4.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
163,AGILE 2 2017,7,32,14.25,72,11.45,1, ,3.8,2.2,1.3,4.4,4.2,4.4,1.6,3.8,3.9,4.2,4,4,1.4,4.8,3.8,4.2,1.3,1.3,4.5,4.6,4.2,3.6,4.6,4,1.5,3.7,1.7,4.4,3.8,2,1.9,1.6,2.3,4.5,4.4,1.8,1.7,2.5,4.2,4.8,4.4,4.4,1.6,4.6,1.6,3.4,4.3,4.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
164,AGILE 2 2017,3,45.6,66.6,66.66,20,2, ,1.6,1.4,1.8,5,4.6,4.2,2.6,2.2,2.2,1.4,1.8,2.6,4.3,1.5,2.6,2.2,4,4.6,1.8,3.8,1.6,1.8,4.3,3.8,1.8,1.8,2.1,4.4,2.6,1.6,2.5,2.6,2.2,3.4,1.7,2.3,1.3,1.4,2.6,3.4,1.9,2.2,3.9,4.4,4.3,1.8,1.8,1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
165,AGILE 2 2017,6,42.15,83,50,17.58,1, ,4.1,3.4,4.2,1.2,2,1.8,1.4,3.2,4.6,3.8,4.2,3,1.9,3.9,4.6,4.3,3.8,3.4,3.7,2.1,1.6,4.5,3.5,2.6,3.8,4.2,4.1,2.4,2.6,4,4.1,4,2.8,4.4,2.9,3.9,4.5,3.7,2,3.8,3.9,3.8,2.1,3.2,1.8,3.8,3.7,3.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
166,Bornego 2017,6,15.16,50,0,20,2, ,3.4,1.2,4.3,4.4,4.6,2.2,1.4,2.1,4.5,3.3,2.4,3.5,2.4,3.8,3.4,4.4,1.8,1.1,3.2,4.8,4.4,1.6,4.5,4.2,1.4,1.9,2.2,3.7,4.3,1.7,1.8,2,2.2,2,4.2,2.1,2.8,1.4,3.8,4.4,3.8,1.9,2,4.7,4,2.2,1.2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
167,Bornego 2017,6,15.67,33.33,0,20,2, ,1.7,2.3,4.7,3.5,3.6,2.4,1.8,1.3,2.4,3.5,2.8,3.7,2.1,3.4,2.3,2.6,2.3,1.6,2.4,3.5,3.5,1.3,3.9,2.2,2.2,1.3,2.9,1.8,2.6,2.2,2.6,3,1.7,1.4,2.2,4.3,1.6,1.4,3.3,2.2,1.6,1.1,2.4,1.8,1.9,2,4.3,2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
168,Bornego 2017,6,14.67,66.6,0,20,2, ,3.7,1.8,3.9,2.3,1.8,3.9,1.8,1.3,1.6,2.2,1.5,4,3.8,1.8,3.6,2.8,2.7,2.2,2.7,3.8,4.2,1.1,3.2,1.4,3.3,2.6,4.1,3.5,3.4,2,1.7,1.9,4.4,1.7,3.8,2.2,2.7,1.2,2.7,3.1,1.6,1.2,3.6,2.9,1.4,3.6,4.9,2.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
169,Bornego 2017,6,14.167,66.6,20,14.5,1, ,4.5,3.5,4.4,2.7,2.2,2,1.8,4.2,3.7,4.4,3.3,4.6,3.4,2.2,4.4,4.8,3.5,2.7,3.4,3.7,3.8,3.4,2,1.7,3.8,3.9,4.6,4.1,4.5,4.7,1.9,1.5,3.6,4.5,3.8,2.1,2.4,1.3,4.1,4.2,3.5,3.4,2.3,3.9,2.4,3.3,2.2,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
170,Bornego 2017,5,14.8,40,0,20,2, ,4.1,4,4,1.5,1.3,1.6,1.7,2.5,4.3,3.7,3.6,3.7,1.6,3.5,4.2,4.2,2.4,1.8,3.5,4.5,4.8,3.4,2.5,2.6,2,3.6,4.3,3.9,4.3,4,1.4,1.5,3.9,3.8,4.6,1.9,2,2.4,3.6,3.6,3.2,2.8,1.9,4,1.9,3.5,3.6,4.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
171,Bornego 2017,5,14.2,60,0,20,2, ,2.2,2.3,4.1,3.9,4.4,4.2,3.1,3.4,2.7,1.8,2.3,2.1,4.3,1.8,2.4,1.8,3.4,2,3.4,3.7,2.4,1.8,4.2,3.9,1.9,2.4,2.7,4,4.4,1.6,1.8,1.6,1.8,2,4.3,1.6,1.5,1.8,1.7,3,2.1,1.6,3.1,4,3.6,1.3,1.5,1.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
